Stage Name Stage Name,Full Name Full Name,Date of Birth Date of Birth,Group Group,Country Country,Height,Weight,Birthplace Birthplace,Gender
Ni-Ki,Nishimura Riki,12/9/2005,ENHYPEN,Japan,0,0,,M
Heeseung,Lee Heeseung,10/15/2001,ENHYPEN,South Korea,0,0,,M
Sunghoon,Park Sunghoon,12/8/2002,ENHYPEN,South Korea,0,0,,M
Sunoo,Kim Sunwoo,6/24/2003,ENHYPEN,South Korea,0,0,,M
Shin,Kim Suhyun,3/18/2000,Ghost9,South Korea,0,0,,M
Theo,Choi Taeyang,7/1/2001,P1Harmony,South Korea,0,0,,M
E-Chan,Lee Changmin,2/19/1997,DKB,South Korea,178,63,,M
D1,Jang Dongil,2/15/1998,DKB,South Korea,174,59,,M
Teo,Jang Sungsik,10/22/1997,DKB,South Korea,177,64,,M
GK,Kim Kwanghyun,9/29/1998,DKB,South Korea,177,60,,M
Heechan,Yang Heechan,7/31/1999,DKB,South Korea,176,63,,M
Lune,Jung Sungmin,2/27/2000,DKB,South Korea,176,55,,M
Junseo,Hwang Junseo,1/16/2001,DKB,South Korea,182,67,,M
Yuku,Amanumu Yuku,5/12/2002,DKB,Japan,176,55,,M
Harry-June,Han Harry-June,1/1/2004,DKB,South Korea,178,61,,M
EunB,Byun Eunbi,11/23/2000,PRECIOUS,South Korea,164,49,Busan,F
Jihyo,Lee Jihyo,4/22/2001,PRECIOUS,South Korea,166,49,Gyeonggi,F
Hanwoom,Byun Hanwoom,6/5/2001,PRECIOUS,South Korea,160,43,Seoul,F
Lee Soo,Jin Isoo,6/27/2001,PRECIOUS,South Korea,163,47,Incheon,F
Hanbyul,Kyung Hanbyul,7/1/2005,PRECIOUS,South Korea,167,49,Seoul,F
Seoyoon,Kim Suyoung,1/26/1995,BOTOPASS,South Korea,0,0,,F
Cui Xiang,Cui Xiang,1/26/1995,BOTOPASS,China,0,0,,F
Jiwon,Park Jiwon,3/17/1997,BOTOPASS,South Korea,165,45,,F
Ria,Kuwayama Ria,2/3/1998,BOTOPASS,Japan,0,0,,F
Mihee,Lee Mihee,8/24/2000,BOTOPASS,South Korea,0,0,,F
Harin,Seo Harin,12/7/2000,BOTOPASS,South Korea,0,0,,F
Shiho,Kwon Subin,8/22/2001,BOTOPASS,South Korea,0,0,,F
Ahyoon,Choi Subin,10/23/2004,BOTOPASS,South Korea,0,0,,F
Eseo,Noh Hyunjung,3/4/1996,LUNARSOLAR,South Korea,161,0,,F
Taeryeong,Lim Jeongmin,12/27/2000,LUNARSOLAR,South Korea,0,0,,F
Jian,Kwon Jieun,3/14/2001,LUNARSOLAR,South Korea,0,0,,F
Yuuri,Tokunaga Yuuri,5/16/2001,LUNARSOLAR,Japan,0,0,,F
Sieun,Lee Sieun,9/19/1993,CHECKMATE,South Korea,163,0,,F
Suri,Kang Suri,10/11/1994,CHECKMATE,South Korea,168,0,,F
Nason,Kim Duyeop,6/12/1995,CHECKMATE,South Korea,0,0,,M
Yongseok,Choi Yongseok,5/23/1996,CHECKMATE,South Korea,0,0,,M
Noah,Hwang Seundae,3/18/1998,CHECKMATE,South Korea,0,0,,M
Karina,Yoo Jimin,4/11/2000,aespa,South Korea,167,45,Gyeonggi,F
Giselle,Uchinaga Aeri,10/30/2000,aespa,Japan,166,0,,F
Winter,Kim Minjung,1/1/2001,aespa,South Korea,0,0,Yangsan,F
Ningning,Ning Yizhuo,10/23/2002,aespa,China,165,43,Harbin,F
Juhyun,Cha Juhyun,4/1/2000,Bling Bling,South Korea,0,0,,F
Ayamy,Suzuki Ayami,7/15/2000,Bling Bling,Japan,0,0,,F
Jieun,Choi Jieun,3/3/2001,Bling Bling,South Korea,0,0,,F
Marin,Yasufuku Marin,3/17/2001,Bling Bling,Japan,0,0,Osaka,F
Narin,Lee Narin,10/29/2001,Bling Bling,South Korea,0,0,,F
Yubin,Kim Yubin,2/27/2002,Bling Bling,South Korea,166,47,,F
Sumin,Bae Sumin,3/13/2001,STAYC,South Korea,159,46,Pohang,F
Sieun,Park Sieun,8/1/2001,STAYC,South Korea,160,44,Seoul,F
Isa,Lee Chaeyoung,1/23/2002,STAYC,South Korea,165,45,Busan,F
Seeun,Yoon Seeun,6/14/2003,STAYC,South Korea,167,49,Pyeongtaek,F
Yoon,Shim Jayoon,4/14/2004,STAYC,South Korea,171,49,Gwangju,F
J,Jang Yeeun,12/9/2004,STAYC,South Korea,170,48,Daejeon,F
J-Min,Jeon Minwook,10/16/1999,BAE173,South Korea,0,0,,M
Yoojun,Jung Gun,12/27/2000,BAE173,South Korea,0,0,,M
Muzin,Kim Hyunwoo,3/29/2001,BAE173,South Korea,0,0,,M
Junseo,Park Junseo,12/28/2001,BAE173,South Korea,0,0,,M
Youngseo,Ryu Youngseo,6/13/2002,BAE173,South Korea,0,0,,M
Doha,Na Gyumin,3/7/2004,BAE173,South Korea,0,0,,M
Bit,No Minjae,7/21/2004,BAE173,South Korea,0,0,,M
Shotaro,Osaki Shotaro,11/25/2000,NCT,Japan,0,0,,M
Sungchan,Jung Sungchan,9/13/2001,NCT,South Korea,0,0,,M
SongSun,Kim Songsun,3/22/1997,TRI.BE,South Korea,0,0,,F
Kelly,Lin Kelly,1/16/2002,TRI.BE,Taiwan,0,0,Kaohsiung,F
Jinha,Kim Jinha,11/21/2003,TRI.BE,South Korea,0,0,,F
Hyunbin,Kim Hyunbin,5/26/2004,TRI.BE,South Korea,0,0,,F
Jia,Guo Jiajia,7/30/2005,TRI.BE,China,0,0,,F
Soeun,Bang Soeun,12/10/2005,TRI.BE,South Korea,0,0,,F
Mire,Su Mire,3/26/2006,TRI.BE,Japan,0,0,,F
Noah,Song Yubin,8/2/2000,T1419,South Korea,0,0,,M
Sian,Choi Changmin,2/1/2001,T1419,South Korea,0,0,,M
Kevin,Baek Seungbin,4/8/2001,T1419,South Korea,0,0,,M
Gunwoo,Kim Gunwoo,5/28/2002,T1419,South Korea,0,0,,M
Leo,Hayase Leo,10/8/2002,T1419,Japan,0,0,,M
On,Choi Juhwan,10/16/2002,T1419,South Korea,0,0,,M
Zero,Nasukawa Shota,1/20/2003,T1419,Japan,0,0,,M
Kairi,Imai Kairi,2/24/2003,T1419,Japan,0,0,,M
Kio,Udo Musashi,11/28/2004,T1419,South Korea,0,0,,M
Lola,Choi Yoojung,2/22/2001,Pixy,South Korea,169,0,,F
Satbyeol,Jeon Yujin,2/27/2001,Pixy,South Korea,165,0,,F
Dia,Choi Eunji,7/16/2001,Pixy,South Korea,165,0,,F
Sua,Choi Sooah,2/24/2003,Pixy,South Korea,162,44,,F
Dajeong,Jung Dajeong,7/31/2003,Pixy,South Korea,157,42,,F
Louis,Yang Dongsik,4/8/2001,Kingdom,South Korea,0,0,,M
Chiwoo,Guk Seungjun,9/2/2002,Kingdom,South Korea,0,0,,M
Ivan,Park Yooseong,10/12/2001,Kingdom,South Korea,0,0,,M
Mujin,Ko Sungho,11/20/2000,Kingdom,South Korea,0,0,,M
Jahan,Im Jihun,8/1/2002,Kingdom,South Korea,0,0,,M
Eric,Moon Junghyuk,2/16/1979,Shinhwa,South Korea,180,70,Seoul,M
Minwoo,Lee Minwoo,7/28/1979,Shinhwa,South Korea,172,60,Namwon,M
Dongwan,Kim Dongwan,11/21/1979,Shinhwa,South Korea,173,68,Pohang,M
Shin Hyesung,Jung Pilkyo,11/27/1979,Shinhwa,South Korea,179,65,Seoul,M
Jun Jin,Park Choongjae,8/19/1980,Shinhwa,South Korea,182,75,Seoul,M
Andy,Lee Sunho,1/21/1981,Shinhwa,South Korea,175,62,Seoul,M
Sangah,Yoo Sangah,9/4/2002,LIGHTSUM,South Korea,168,0,Incheon,F
Chowon,Han Chowon,9/16/2002,LIGHTSUM,South Korea,168,50,Seoul,F
Nayoung,Kim Nayoung,11/30/2002,LIGHTSUM,South Korea,154,43,Chuncheon,F
Hina,Nagai Hina,4/7/2003,LIGHTSUM,Japan,0,0,Kanagawa,F
Juhyeon,Lee Juhyeon,4/8/2004,LIGHTSUM,South Korea,171,48,,F
Yujeong,Lee Yujeong,6/14/2004,LIGHTSUM,South Korea,160,41,,F
Huiyeon,Oh Huiyeon,8/1/2005,,South Korea,0,0,,F
Jian,Kim Jian,11/4/2006,,South Korea,0,0,,F
Ida,Ko Chaeyoung,5/19/2000,MAJORS,South Korea,163,43,,F
Vita,Kim Jimin,2/3/2000,MAJORS,South Korea,168,54,,F
Aki,Jang Minju,2/12/2001,MAJORS,South Korea,168,48,,F
Suzy,Kim Suji,6/3/2001,MAJORS,South Korea,164,45,,F
Shinye,Kam Yerim,3/7/2004,MAJORS,South Korea,166,46,,F
Tan,Choi Seokwon,8/25/1996,Ciipher,South Korea,184,75,,M
Hwi,Lee Choonghyun,2/4/1999,Ciipher,South Korea,172,61,,M
Hyunbin,Moon Hyunbin,2/26/2000,Ciipher,South Korea,177,61,,M
Keita,Terazono Keita,7/4/2001,Ciipher,Japan,170,59,,M
TAG,Yeom Taekyun,9/30/2002,Ciipher,South Korea,176,54,,M
Dohwan,Gil Dohwan,8/26/2003,Ciipher,South Korea,175,61,,M
Lien,Shimada Sho,3/11/1998,Mirae,Japan,0,0,Osaka,M
Junhyuk,Lee Junhyuk,5/16/2000,Mirae,South Korea,180,63,Seoul,M
Douhyun,Yoo Douhyun,12/25/2000,Mirae,South Korea,0,0,,M
Khael,Lee Sangmin,1/18/2002,Mirae,South Korea,178,58,,M
Siyoung,Park Siyoung,5/6/2003,Mirae,South Korea,172,55,,M
Yubin,Jang Yubin,6/10/2004,Mirae,South Korea,0,0,,M
Juhan,Hong Seunghyun,6/21/2001,BLITZERS,South Korea,0,0,,M
Jinhwa,Choi Jinhwa,1/15/2002,BLITZERS,South Korea,180,64,,M
Sya,Lee Junyoung,9/9/2002,BLITZERS,South Korea,0,0,,M
Lutan,Choi Gyeongseok,12/6/2003,BLITZERS,South Korea,0,0,,M
Wooju,Cho Wooju,1/21/2004,BLITZERS,South Korea,0,0,,M
Go_U,Jang Junho,6/15/2001,BLITZERS,South Korea,0,0,,M
Chris,Han Chris,11/19/2002,BLITZERS,South Korea,0,0,,M
Mayna,Shaoxi Mengna,5/12/2000,HOT ISSUE,China,170,47,,F
Nahyun,Kang Nahyun,1/25/2002,HOT ISSUE,South Korea,0,0,,F
Hyeongshin,Kim Hyungshin,5/3/2002,HOT ISSUE,South Korea,0,0,,F
Dana,Jang Dana,12/25/2003,HOT ISSUE,South Korea,0,0,,F
Yewon,Park Yewon,1/11/2004,HOT ISSUE,South Korea,0,0,,F
Yebin,Kim Yebin,11/1/2004,HOT ISSUE,South Korea,0,0,,F
Dain,Jung Dain,12/15/2004,HOT ISSUE,South Korea,0,0,,F
Momoka,Matsuda Momoka,12/26/2000,Pink Fantasy,Japan,152,0,,F
Miku,Katae Miku,10/9/2002,Pink Fantasy,Japan,0,0,,F
Mint,Kunpat Phonpawiworakun,6/23/1994,Tiny-G,Thailand,150,42,,F
Dohee,Min Dohee,9/25/1994,Tiny-G,South Korea,152,39,,F
J.Min,Shin Minjung,11/20/1994,Tiny-G,South Korea,155,0,,F
Myungji,Kim Myungji,10/9/1997,Tiny-G,South Korea,164,0,,F
Andy,Lui Chunyeung,10/6/1994,7 O'clock,Hong Kong,0,0,,M
Hangyeom,Song Hangyeom,7/17/1996,OMEGA X,South Korea,0,0,,M
Hyun,Park Sunghyun,8/25/1997,7 O'clock,South Korea,176,58,Suwon,M
2Soul,Kim Younghoon,9/10/1997,7 O'clock,South Korea,172,55,,M
Jeonggyu,Lim Jeonggyu,11/5/1997,7 O'clock,South Korea,181,62,,M
Taeyoung,Kim Taeyoung,6/18/1999,7 O'clock,South Korea,0,0,,M
Rui,Jang Rui,3/7/2000,7 O'clock,South Korea,178,63,Seoul,M
Geonu,Lee Geonwoo,2/2/2001,JUST B,South Korea,176,0,,M
Bain,Song Byeonghee,5/4/2001,JUST B,South Korea,0,0,,M
Lim Jimin,Lim Jimin,5/22/2001,JUST B,South Korea,178,59,,M
JM,Chu Jimin,10/11/2001,JUST B,South Korea,173,0,,M
Sangwoo,Kim Sangwoo,9/3/2002,JUST B,South Korea,0,0,,M
E.Ji,Choi Jiwon,11/8/2000,ICHILLIN',South Korea,0,0,,F
Jackie,Kang Chaeyeon,11/17/2001,ICHILLIN',South Korea,0,0,Los Angeles,F
Joonie,Park Junhee,5/24/2002,ICHILLIN',South Korea,0,0,,F
Chaerin,Park Chaerin,3/31/2003,ICHILLIN',South Korea,0,0,,F
Sohee,Uhm Sohee,1/1/2004,ICHILLIN',South Korea,0,0,,F
Yeju,Kim Yeju,2/1/2004,ICHILLIN',South Korea,0,0,,F
Chowon,Kim Chowon,8/18/2005,ICHILLIN',South Korea,0,0,,F
Steven,Kim Steven,1/17/2000,Luminous,South Korea,176,57,Sydney,M
Suil,Ma Suil,3/30/1999,Luminous,South Korea,170,50,Gwangju,M
Youngbin,Jeong Youngbin,10/5/1998,Luminous,South Korea,172,55,Seongju,M
Woobin,Jeong Woobin,4/1/2000,Luminous,South Korea,0,0,Busan,M
Eunchae,Son Eunchae,10/6/1999,bugAboo,South Korea,154,38,Pohang,F
Yoona,Ogura Yuuna,10/13/2000,bugAboo,Japan,0,0,Sapporo,F
Rainie,Chu Chingyu,11/16/2000,bugAboo,Taiwan,0,0,,F
Cyan,Lee Chaeeun,4/4/2001,bugAboo,South Korea,0,0,Sanbon,F
Choyeon,Kim Choyeon,8/1/2001,bugAboo,South Korea,164,44,,F
Zin,Jin Hyunbin,8/31/2001,bugAboo,South Korea,0,0,,F
Moon Sua,Moon Sua,9/9/1999,Billlie,South Korea,167,47,Cheongju,F
Suhyeon,Kim Suhyun,1/15/2000,Billlie,South Korea,161,45,Daegu,F
Haram,Kim Haram,1/13/2001,Billlie,South Korea,161,45,,F
Tsuki,Fukutomi Tsuki,9/21/2002,Billlie,Japan,0,0,,F
Siyoon,Kim Siyoon,2/16/2005,Billlie,South Korea,168,0,,F
Haruna,Osato Haruna,1/30/2006,Billlie,Japan,0,0,,F
Wish,Kwak Dawit,6/11/2002,EPEX,South Korea,184,69,,M
Keum,Keum Donghyun,5/14/2003,EPEX,South Korea,176,57,Okcheon,M
Mu,Suh Kyungmin,9/14/2003,EPEX,South Korea,184,63,,M
A-min,Cho Minwoo,5/22/2004,EPEX,South Korea,175,54,Namyangju,M
Baek Seung,Kim Hyunwoo,10/5/2004,EPEX,South Korea,186,64,Seoul,M
Ayden,Kwon Yejun,1/24/2005,EPEX,South Korea,174,55,,M
Yewang,Seo Yewang,3/12/2005,EPEX,South Korea,180,64,,M
Jeff,Lee Jaeho,4/21/2005,EPEX,South Korea,179,61,,M
Youngheun,Go Youngheun,11/20/1994,Blackswan,South Korea,0,0,,F
Fatou,Fatou Samba,3/23/1995,Blackswan,Belgium,173,0,Yoff,F
Judy,Kim Dahye,5/16/1995,Blackswan,South Korea,0,0,,F
Leia,Larissa Kartes,5/14/2001,Blackswan,Brazil,0,0,Curitiba,F
Lee Jin,Shim Yerin,3/12/2001,Hi-L,South Korea,0,0,,F
Soojung,Hwang Soojung,5/10/2001,Hi-L,South Korea,169,47,Yongin,F
Dakyung,Jung Dakyung,7/23/2001,Hi-L,South Korea,0,0,,F
JooA,Lee Juhyun,3/4/2002,Hi-L,South Korea,173,0,,F
Hayun,Choi Hayun,1/16/2004,Hi-L,South Korea,0,0,Seoul,F
Yeseul,Kim Yeseul,3/24/2004,Hi-L,South Korea,0,0,,F
Sullyoon,Seol Yoona,1/26/2004,NMIXX,South Korea,0,0,,F
Jinni,Choi Yujin,4/16/2004,NMIXX,South Korea,0,0,,F
Bae,Bae Jinsol,12/28/2004,NMIXX,South Korea,0,0,,F
Jiwoo,Kim Jiwoo,4/13/2005,NMIXX,South Korea,0,0,,F
Kyujin,Jang Kyujin,5/26/2006,NMIXX,South Korea,0,0,,F
Mashiro,Sakamoto Mashiro,12/16/1999,Kep1er,Japan,157,0,,F
Hikaru,Ezaki Hikaru,3/12/2004,Kep1er,Japan,155,0,,F
Youngeun,Seo Youngeun,12/27/2004,Kep1er,South Korea,159,0,,F
Dayeon,Kim Dayeon,3/2/2003,Kep1er,South Korea,158,0,,F
Chaehyun,Kim Chaehyun,4/26/2002,Kep1er,South Korea,160,0,,F
Bahiyyih,Huening Bahiyyih,7/27/2004,Kep1er,USA,166,0,,F
XiaoTing,Shen Xiao Ting,11/12/1999,Kep1er,China,168,0,,F
Sheon,Kim Suyeon,1/28/2003,Billlie,South Korea,162,0,,F
Gaeul,Kim Gaeul,9/24/2002,IVE,South Korea,166,46,Incheon,F
Rei,Naoi Rei,2/3/2004,IVE,Japan,169,47,,F
Liz,Kim Jiwon,11/21/2004,IVE,South Korea,170,49,,F
Leeseo,Lee Hyunseo,2/21/2007,IVE,South Korea,170,48,,F
Sitala,Sitala Wongkrachang,4/23/1996,,Thailand,173,0,,F
Seoi,Lee Yejin,2/12/2000,H1-KEY,South Korea,169,0,,F
Riina,Lee Seunghyeon,2/21/2001,H1-KEY,South Korea,172,55,,F
Yel,Han Shinyoung,12/25/2004,H1-KEY,South Korea,172,0,,F
Hanbin,Ngo Ngoc Hung,1/19/1998,TEMPEST,Vietnam,176,0,,M
Hyungseop,Ahn Hyungseop,8/9/1999,TEMPEST,South Korea,173,58,,M
Hyuk,Koo Bonhyuk,4/17/2000,TEMPEST,South Korea,0,0,,M
Lew,Lee Euiwoong,4/5/2001,TEMPEST,South Korea,170,55,,M
Hwarang,Son Jaewon,4/23/2001,TEMPEST,South Korea,179,61,,M
Eunchan,Choi Byeongseop,2/27/2001,TEMPEST,South Korea,184,0,,M
Taerae,Kim Taerae,9/5/2002,TEMPEST,South Korea,0,0,,M
Hana,Hayase Hana,2/27/2000,ILY:1,Japan,165,0,,F
Ara,Lee Yunji,1/23/2002,ILY:1,South Korea,158,0,,F
Rona,Chang Ching,6/5/2002,ILY:1,Taiwan,165,0,Taipei,F
Ririka,Kishida Ririka,7/2/2002,ILY:1,Japan,162,0,,F
Nayu,Kim Yewon,7/23/2002,ILY:1,South Korea,0,0,,F
Elva,Lee Yonghwa,5/5/2003,ILY:1,South Korea,0,0,,F
Lily,Lily Jin Morrow,10/17/2002,NMIXX,Australia,0,0,Marysville,F
Haewon,Oh Haewon,2/25/2003,NMIXX,South Korea,0,0,,F
Alice,Cheon Jaeyoung,2/20/2002,TRACER,South Korea,0,0,,F
Genie,Cho Heejin,3/19/2002,TRACER,South Korea,0,0,,F
Sowon,Nam Soeun,12/13/2004,TRACER,South Korea,0,0,,F
Yubeen,Jin Yubeen,9/5/2006,TRACER,South Korea,0,0,,F
Jimin,Won Jimin,11/25/2007,CLASS:y,South Korea,171,0,,F
Seonyu,Kim Seonyu,3/20/2008,CLASS:y,South Korea,159,0,,F
Hyeju,Hong Hyeju,12/9/2003,CLASS:y,South Korea,166,0,Seoul,F
Riwon,Kim Riwon,1/11/2007,CLASS:y,South Korea,156,0,,F
Boeun,Park Boeun,2/11/2008,CLASS:y,South Korea,155,0,,F
Chaewon,Yoon Chaewon,6/4/2003,CLASS:y,South Korea,163,0,,F
DK,Kim Dokyun,2/16/1998,BLANK2Y,South Korea,0,0,,M
Siwoo,Park Siwoo,2/5/2001,BLANK2Y,South Korea,174,54,,M
Mikey,Morisaki Daisuke,5/5/2001,BLANK2Y,Japan,176,58,Hyogo,M
U,Sun Hengyu,6/22/2001,BLANK2Y,China,0,0,,M
Youngbin,Lee Youngbin,11/23/2001,BLANK2Y,South Korea,0,0,,M
Sungjun,Lee Sungjun,6/15/2002,BLANK2Y,South Korea,0,0,,M
Sodam,Park Sodam,11/26/2004,BLANK2Y,South Korea,0,0,,M
Eden,Jae Won,3/27/1998,NINE.i,South Korea,0,0,,M
Winnie,,11/18/1998,NINE.i,Thailand,0,0,,M
Jewon,Woo Jewon,11/28/1998,NINE.i,South Korea,170,55,,M
Minjun,Kim Minjun,2/26/1999,NINE.i,South Korea,0,0,,M
Vahn,Kim Jungwoo,5/7/1999,NINE.i,South Korea,175,58,,M
Vari,Jae Hyun,9/3/2000,NINE.i,South Korea,0,0,,M
Seowon,Seo Won,12/18/2000,NINE.i,South Korea,0,0,,M
Taehun,Lee Taehoon,3/21/2000,NINE.i,South Korea,0,0,,M
Joohyoung,Kim Joohyoung,3/15/2003,NINE.i,South Korea,0,0,,M
Jiho,Jang Jiho,8/10/2004,NINE.i,South Korea,0,0,Gyeonggi,M
Eunho,Myung Eunho,3/25/2001,YOUNITE,South Korea,0,0,,M
Steve,Lim Dohyun,3/9/2002,YOUNITE,South Korea,0,0,Los Angeles,M
Hyunseung,Kim Hyunseung,10/15/2002,YOUNITE,South Korea,0,0,,M
Hyungseok,Song Hyungseok,11/6/2002,YOUNITE,South Korea,0,0,,M
Woono,Song Wonho,4/5/2003,YOUNITE,South Korea,0,0,,M
Dey,Kim Sehyun,6/11/2003,YOUNITE,South Korea,0,0,,M
Kyungmun,Lim Kyungmun,6/29/2003,YOUNITE,South Korea,0,0,,M
Sion,Kim Sion,10/19/2004,YOUNITE,South Korea,0,0,,M
Yunjin,Huh Yunjin,10/8/2001,LE SSERAFIM,South Korea,171,53,,F
Kazuha,Nakamura Kazuha,8/9/2003,LE SSERAFIM,Japan,174,0,Osaka,F
Garam,Kim Garam,11/16/2005,,South Korea,170,0,,F
Eunchae,Hong Eunchae,11/10/2006,LE SSERAFIM,South Korea,172,0,,F
EJ,Kim Eunji,8/13/1997,ALICE,South Korea,164,47,,F
Chaejeong,Lee Chaejeong,8/26/1999,ALICE,South Korea,164,48,,F
Via,Kim Via,8/17/2000,FANATICS,South Korea,165,46,Busan,F
Rayeon,Lee Rayeon,11/24/2001,FANATICS,South Korea,167,45,Gwangju,F
Chanty,Maria Chantal Videla,12/15/2002,Lapillus,Philippines,170,0,Manila,F
Shana,Nonaka Shana,3/13/2003,Lapillus,Japan,158,0,Kochi,F
Yue,Nancy Yang,7/3/2004,Lapillus,USA,163,48,,F
Bessie,Kim Susanna,7/15/2004,Lapillus,South Korea,0,0,Changwon,F
Seowon,Jang Seowon,12/5/2006,Lapillus,South Korea,0,0,Gwangju,F
Haeun,Lim Haeun,11/2/2008,Lapillus,South Korea,0,0,,F
Hwiseo,Jo Hwihyeon,7/31/2002,H1-KEY,South Korea,168,0,,F
Kyungjun,Woo Kyungjun,8/30/2002,TNX,South Korea,0,0,,M
Taehun,Choi Taehun,11/19/2002,TNX,South Korea,0,0,,M
Hyunsoo,Jang Hyunsoo,9/16/2003,TNX,South Korea,0,0,,M
Junheok,Cheon Junheok,9/20/2004,TNX,South Korea,0,0,Hwaseong,M
Eun Hwi,Eun Hwi,11/11/2004,TNX,South Korea,178,0,,M
Sungjun,Oh Sungjun,8/30/2005,TNX,South Korea,0,0,Dalcheon,M
Junseok,Oh Junseok,3/3/2003,ATBO,South Korea,0,0,Jeju,M
Junmin,Ryu Junmin,4/5/2003,ATBO,South Korea,0,0,,M
Hyunjun,Bae Hyunjun,6/6/2003,ATBO,South Korea,0,0,Seoul,M
Rakwon,Seok Rakwon,11/14/2003,ATBO,South Korea,0,0,,M
Seunghwan,Jeong Seunghwan,1/27/2004,ATBO,South Korea,0,0,Busan,M
Yeonkyu,Kim Yeonkyu,5/3/2004,ATBO,South Korea,0,0,Seoul,M
Won Bin,Won Bin,7/1/2004,ATBO,South Korea,0,0,Goyang,M
Jia,Yoon Jia,1/16/2004,mimiimiii,South Korea,166,0,Incheon,F
Yooyeon,Kim Yooyeon,2/9/2001,tripleS,South Korea,164,46,Seoul,F
Seoyeon,Yoon Seoyeon,8/6/2003,tripleS,South Korea,0,0,,F
Jiwoo,Lee Jiwoo,10/24/2005,tripleS,South Korea,0,0,,F
Hyerin,Jeong Hyerin,4/12/2007,tripleS,South Korea,0,0,,F
Minji,Kim Minji,5/7/2004,NewJeans,South Korea,169,0,Yeongwol,F
Hanni,Pham Ngoc Han,10/6/2004,NewJeans,Vietnam,162,0,Melbourne,F
Danielle,Mo Jihye,4/11/2005,NewJeans,South Korea,165,0,Munsan,F
Haerin,Kang Haerin,5/15/2006,NewJeans,South Korea,165,0,Gimcheon,F
Hyein,Lee Hyein,4/21/2008,NewJeans,South Korea,170,0,Incheon,F
